MR,Citation
MR3080204,"The GAP Group, GAP-Groups, Algorithms and Programming, Version 4.4. (2008), Available at: http://www.gap-system.org."
MR3643530,"The GAP Group, GAP—Groups, Algorithms and Programming, version 4.4, available at http://ww.gap-system.org, 2005."
MR2303203,"T. Breuer, GAP package ctbllib, version 1.1.3, http://math.rwth-aachen.de/$\sim$Thomas.Breuer/ctbllib."
MR2303203,"The GAP Group, GAP—Groups, algorithms, and programming, version 4.4, http://www.gap-system.org, 2005."
MR2303623,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4; 2005. http://www.gap–system.org"
MR2415292,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.4, 2005. (http://www.gap-system.org)"
MR3422855,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.7.7; 2015. http://www.gap-system.org"
MR1806215,"Schönert, M. et al. (1993). GAP—Groups, Algorithms and Programming. Lehrstuhl D für Mathematik, Rheinisch Westfälische Technische Hochschule, $3^{\roman{rd}}$ edn, Aachen, Germany."
MR1888424,"M. Schönert et al., GAP 3.4 manual (Groups, Algorithms, and Programming), Lehrstuhl D für Mathematik, RWTH Aachen, 1994."
MR3073684,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.4.12; 2008. (http://www. gap-system.org)."
MR3021412,"M. Schönert and the GAP Group, GAP4 Manual (groups, algorithms and programming) (Lehrstuhl D für Mathematik, RWTH Aachen, 2000)."
MR4158514,"The GAP Group, GAP-Groups, algorithms, and programming, Version 4.10.1, 2019. https://www.gap-system.org"
MR2199362,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.2; 2002. (http://www.gap-system.org)"
MR2166803,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.3, http://www.gap-system.org, 2002."
MR3591164,"The GAP Group, $\ssf{GAP}$ – Groups, Algorithms, and Programming, Version 4.7.8, http://www.gapsystem.org, 2015."
MR3591164,"Gábor P. Nagy, Petr Vojtěchovský, LOOPS, version 3.1.0, package for GAP, http://www.math.du.edu/loops."
MR2756024,"The GAP Group.: GAP—Groups, Algorithms, and Programming, Version 4.4.12 (2008). http://www.gap-system.org."
MR3424050,"Alp, M., Wensley, C.D., 2015. Crossed Modules and $\roman{cat}^1$-groups in GAP. Version 2.43, Manual for the XMod share package for GAP4, http://www.gap-system.org/Packages/xmod.html."
MR3424050,"Ellis, G., 2013. HAP: Homological algebra programming. GAP share package Version 1.10.15, http://www.gap-system.org/Packages/hap.html."
MR3424050,"The GAP Group, 2015. GAP – Groups, Algorithms, and Programming. Version 4.7.8, http://www.gap-system.org."
MR3978250,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.7.5, (2014), http://www.gap-system.org."
MR2558624,"The GAP Group, GAP-Groups, Algorithms, and Programming, Version 4.4; 2007, http://www.gap-system.org."
MR2523779,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.4, 2007. http://www.gap-system.org."
MR2526732,"The GAP group, GAP - Groups, algorithms, and programming, Version 4.4, 2007. http://www.gap-system.org."
MR4124652,"Delgado, M., Garcia-Sanchez, P. A., Morais, J. (2019). NumericalSgps, A package for numerical semigroups, Version 1.2.0 dev (Refereed GAP package). https://gap-packages.github.io/numericalsgps"
MR4124652,"The GAP Group. (2016). GAP – Groups, algorithms, and programming, Version 4.8.6. https://www.gap-system.org"
MR3954052,"The GAP Group, GAP — groups, algorithms, and programming, version 4.8.8, 2017, http://www.gap-system.org."
MR3936652,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.8.8; 2017. (http://www.gap-system.org)."
MR3331614,"T G group, GAP: Groups, algorithms and programming (2008) Available at http://www.gap-system.org/"
MR2511545,"The GAP Group, GAP-Groups, Algorithms and Programming, Version 4.4.9 (2006). (http://www.gap-system.org)."
MR1981041,"The GAP Group, 2002. GAP—Groups, Algorithms, and Programming, version 4.3. Available from: http://www.gap-system.org."
MR1981041,"Olivieri, A., del Río, Á., wedderga, A GAP 4 package for computing central idempotents and simple components of rational group algebras (submitted)."
MR2100373,"The GAP Group, GAP—Groups, Algoritms, and Programming, Version 4.3; 2002 (http://www.gap-system.org)."
MR2100373,"Olivieri, A. del Río, A. (2003a). wedderga. A GAP 4 package for computing central idempotents and simple components of rational group algebras."
MR2152754,"GAP group. GAP—Groups, Algorithms, and Programming, Version 4, 1999."
MR3974806,"Bamberg J., Betten A., Cara Ph, De Beule J., Lavrauw M., Neunhöffer M.: Finite incidence geometry. FInInG-a GAP package, version 1(4) (2017)."
MR3974806,"Olson T., Swartz E.: Transitive $\roman{PSL}(2, 11)$-invariant $k$-arcs in $\roman{PG}(4, q)$ (including supporting GAP code). arXiv:1804.09707."
MR3974806,"The GAP Group. GAP—Groups, Algorithms, and Programming, Version 4.8.9 (2017). https://www.gapsystem.org."
MR2291851,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.4; 2006, (http://www.gap-system.org)."
MR2499925,"The GAP Group., GAP - Groups, Algorithms, and Programming, Version 4.4. 2006. http://www.gap-system.org."
MR3336955,"Baart R., Boothby T., Cramwinckel J., Fields J., Joyner D., Miller R., Minkes E., Roijackers E., Ruscio L., Tjhai C.: GUAVA—a GAP package. Version 3.12 (21/05/2012). http://www.gap-system.org/Packages/guava.html."
MR3336955,"The GAP Group: GAP—Groups, Algorithms, and Programming, Version 4.6.5 (2013). http://www.gap-system.org."
MR2926638,"M. Delgado, P. A. García-Sánchez and J. Morais, ""Numericalsgps"": a GAP [18] package on numerical semigroups (http://www.gap-system.org/Packages/numericalsgps.html)."
MR2926638,"The GAP Group, Gap–Groups, Algorithms, and Programming, Version 4.4, 2004 (http://www.gap-system.org)."
MR1408377,"M. Schönert et al., GAP - Groups, Algorithms, and Programming, Lehrstuhl D für Mathematik, Rheinisch Westfälische Technische Hochschule, Aachen, Germany, fourth edition, 1994."
MR3188860,"M. Delgado, P.A. García-Sánchez, J.J. Morais, GAP numerical semigroups package, http://www.gap-system.org/Manuals/pkg/numericalsgps/doc/manual.pdf."
MR3324682,"M. Delgado, P. A. García-Sánchez, J. J. Morais, GAP Numerical Semigroups Package, http://www.gap-system.org/Manuals/pkg/numericalsgps/doc/manual.pdf."
MR3625578,"M. Delgado, P. García-Sánchez, J. Morais, NumericalSgps, A package for numerical semigroups, Version 0.980 dev (2013), (GAP package), http://www.fc.up.pt/cmup/mdelgado/numericalsgps/. 
MR3493240"
MR3666737,"M. Delgado, P. García-Sánchez, J. Morais, NumericalSgps, a package for numerical semigroups, Version 0.980 dev (2013), (GAP package), http://www.fc.up.pt/cmup/mdelgado/numericalsgps/. 
MR3493240"
MR3506349,"M. Delgado, P. García-Sánchez and J. Morais, NumericalSgps, A package for numerical semigroups, Version 0.980 dev (2013), (GAP package), http://www.fc.up.pt/cmup/mdelgado/numericalsgps/. 
MR3493240"
MR3686974,"M. Delgado, P.A. García-Sánchez, J. Morais, ""NumericalSgps"" – a GAP package, Version 0.980, http://www.gap-system.org/Packages/numericalsgps.html."
MR3686974,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.4.9, http://www.gap-system.org, 2006."
MR2126640,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.3, 2002, http://www.gap-system.org."
MR3861474,"The $\ssf{GAP}$ Group. $\ssf{GAP}$—groups, algorithms, and programming, version 4.4.12. http://www.gap-system.org"
MR3055536,"GAP Group: Groups, Algorithms and Programming, Version 4. 4. 6. Retrieved on July 30 2009 from: \underline{http://www.gap-system.org/Download/index.html.}"
MR1928445,"M. Schönert et al., GAP—Groups, Algorithms, and Programming, 5th ed., Lehrstuhl D für Mathematik, Rheinisch Westfälische Technische Hochschule, Aachen (1995)."
MR3741419,"The GAP Group, GAP — Groups, Algorithms, and Programming, version 4.7.6, http://www.gapsystem.org/, 2014."
MR3741419,"L.H. Soicher, The GRAPE package for GAP, version 4.6.1, http://www.maths.qmul.ac.uk/~leonard/grape/, 2012."
MR2481717,"The GAP Group: GAP—Groups, Algorithms, and Programming, Version 4.4 (2004), http://www.gap-system.org"
MR2977239,"The GAP Group, GAP—Groups, Algorithms and Programming, version 4.4, available at http://ww.gap-system.org, 2005."
MR2441792,"The GAP Group, GAP—Groups, algorithms, and programming, http://www.gapsystem.org."
MR1815734,"M. Schönert et al. GAP—Groups, Algorithms and Programming. Lehrstuhl D für Mathematik, Aachen, Germany, 3 edition, 1995"
MR3225302,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.7.4, 2014 (http://www.gap-system.org)."
MR3946719,"The GAP Group, `GAP – groups, algorithms, and programming, version 4.7.4', 2014, https://www.gap-system.org."
MR2344348,"T. Breuer, The GAP character table library, version 1.1, http://www.math.rwth-aachen.de/$\sim$Thomas.Breuer/ctbllib/, 2004."
MR2344348,"The GAP Group, GAP—Groups, Algorithms, and Programming, version 4.4.9, http://www-gap-system.org, 2006."
MR2344348,"H. Pahlings, cliffordmatrices.g, deposited contribution for GAP 4, http://www.gap-system.org/Packages/Contrib/contrib.html, 2007."
MR3789914,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.8.3, http://www.gap-system.org, 2016."
MR4200815,"The GAP Group, GAP – groups, algorithms, and programming, version 4.10.1, https://www.gap-system.org, 2019."
MR2529091,"The GAP Group, GAP–Groups, algorithms, and programming, http://www.gap-system.org."
MR2207874,"The GAP Group, GAP-Groups, Algorithms, and Programming, Version 4.4 (2004); available at http://www.gap-system.org."
MR2333119,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.3, 2002. http://www.gap-system.org."
MR1423329,"M. Schönert, et al., GAP (Groups Algorithms and Programming) Version 3.4, RWTH Aachen."
MR1807659,"M. Schönert et al., ""GAP: Groups Algorithms and Programming,"" Ver. 3.4, Lehrstuhl D für Mathematik, RWTH Aachen, 1994."
MR3920964,"Thomas Breuer, The GAP Group, private communication."
MR3920964,"The GAP Group, GAP – groups, algorithms, and programming, version 4.10.0, https://www.gap-system.org, 2018."
MR3635817,"G. Gamble, A. Hulpke, G. Havas, C. Ramsay, M. Horn, GAP Package ACE, http://gap-packages.github.io/ace/, 1998."
MR3635817,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.8.3, http://www.gap-system.org, 2016."
MR1829749,"The GAP group (Aachen, St. Andrews), GAP-Groups, Algorithms and Programming, version 4.2, 1999."
MR2644429,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.4.9; 2006 (http://www.gap-system.org)."
MR3162438,"The GAP Group: GAP—Groups, Algorithms, and Programming, Version 4.4.12 (2008). http://www.gap-system.org"
MR3162438,"Nagy, G.P., Vojtěchovský, P.: LOOPS: Computing with quasigroups and loops, Version 2.0.0. http://www.math.du.edu/loops. Package for GAP"
MR2403651,"The GAP Group, GAP-Groups, Algorithms, and Programming, Version 4.4, 2006, http://www.gap-system.org."
MR2480297,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.4, 2006 (http://www.gap-system.org)."
MR3021414,"GAP Group, The, GAP: Groups, Algorithms, and Programming, Version 4.4 (2006; available at www.gap-system.org)."
MR2228639,"M. Schönert, et al., GAP—Groups, Algorithms and Programming, fourth ed., RWTH Aachen: Lehrstuhl D für Mathematik, 1994."
MR2046643,"The GAP Group, Aachen, St Andrews. GAP—Groups, Algorithms, and Programming, Version 4.1, 1999 (http://www-gap.dcs.st-and.ac.uk/$\sim$gap)."
MR1989461,"The GAP Group, Aachen, St. Andrew, GAP—groups, algorithms, and programming, version 4.1, 1999 (http://www-gap.dcs.st-and.ac.uk/ gap)."
MR3734529,"The GAP Group: GAP - Groups, Algorithms, and Programming, Version 4.8.6 (2016). http://www.gap-system.org"
MR3827581,"The GAP Group (2017) GAP (version 4.7.9). Available at https://www.gap-system.org/. Accessed June 9, 2018."
MR3101768,"The Gap Group, GAP - Groups, Algorithms, and Programming, Version 4.5.4 of 16-Jun-2012, (http://www.gap-system.org)."
MR3692055,"G. Pfeiffer, Character tables of Weyl groups in GAP, Bayreuther Math. Schr. 47 (1994), 165–222. 
MR1285208"
MR3692055,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.6.4 of 4 May 2013, http://www.gap-system.org."
MR2579855,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.4.10 (2007), (http://www.gap-system.org)."
MR2791292,"The GAP Group, Gap–groups, algorithms, and programming, version 4.4.10, 2007, http://www.gap-system.org."
MR3138075,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.3, 2002. (http://gap-system.org)."
MR3119318,"J.-G. Dumas, F. Heckenbach, B. D. Saunders and V. Welker, GAP Homology, http://www.eecis.udel.edu/dumas/Homology (2011)."
MR2825713,"The GAP Group: GAP—Groups, Algorithms, and Programming, Version 4.4.10 (2007). http://www.gap-system.org"
MR3004463,"The GAP Group, GAP - Groups, algorhithms, and programming, Version 4.4.12, 2008 http://www.gap-system.org."
MR4016505,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.8.9, 2017."
MR4016505,"Peter Webb, Tutorial on the gap package `reps' for handling group representations in positive characteristic, http://www-users.math.umn.edu/~webb/GAPfiles/reptutorial.html, 2016."
MR2645245,"GAP, Groups, algorithms, programming—a system for computational discrete algebra, http://www-gap.mcs.st-and.ac.uk/."
MR3383153,"The GAP Group, GAP–Groups, Algorithms and Programs, Version 4.4.12, Aachen, St. Andrews 120, http://www.gap-system.org, 2008."
MR3066818,"Aichinger, E., Binder, F., Ecker, J., Mayr, P., Nöbauer, C.: SONATA—system of near-rings and their applications, GAP package, Version 2. http://www.algebra.uni-linz.ac.at/Sonata/ (2003)"
MR2536771,"E. Aichinger, F. Binder, J. Ecker, P. Mayr, C. Nöbauer, SONATA — System of nearrings and their applications, GAP package, version 2, 2003 (http://www.algebra.uni-linz.ac.at/Sonata/)."
MR2493617,"Götz Pfeiffer, ZigZag—A GAP3 package for descent algebras of finite coxeter groups, electronically available at http://schmidt.nuigalway.ie/zigzag, 2007."
MR2493617,"Martin Schönert, et al., GAP—Groups, Algorithms, and Programming, fifth ed., Lehrstuhl D für Mathematik, RWTH Aachen, 1995, home page: http://www.gap-system.org."
MR2085342,"Martin Schönert et al., GAP - Groups, Algorithms, and Programming, Lehrstuhl D für Mathematik, Rheinisch Westfälische Technische Hochschule, Aachen, Germany, fifth ed., 1995, Home page: http://www.gap-system.org."
MR2167702,"The GAP Group, 1999. GAP—Groups, Algorithms, and Programming, version 4.3. Aachen, St Andrews. Visit http://www-gap.dcs.st-and.ac.uk/$\sim$gap."
MR2167702,"Phillips, J.D., Vojtěchovský, P., 2004. GAP library for wreath products associated with linear identities. Available electronically at http://www.math.du.edu/$\sim$petr in section research| computing."
MR1909925,"The GAP Group, GAP–Groups, Algorithms, and Programming, V.4.2. 2000, http://www.gap-system.org."
MR3556125,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.7.8, The GAP Group, 2015, http://www.gap-system.org."
MR3859427,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.7.8, The GAP Group. http://www.gap-system.org (2015)"
MR2838012,"GAP - Groups, Algorithms and Programming, version 4.4.9 (2006), http://www.gap.system.org."
MR3924435,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.7.6, http://www.gapsystem.org, 2014."
MR1951391,"The GAP Group, Aachen, St Andrews. GAP—Groups, Algorithms, and Programming, Version 4.2, 2000. http://www-gap.dcs.st-and.ac.uk/$\sim$gap."
MR4103836,"The G.A.P. Group, GAP — Groups, Algorithms, and Programming, Version 4.3, 2002, http://www.gap-system.org."
MR2192253,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4; 2004, http://www.gap-system.org."
MR2453960,"The GAP Group 2004 GAP—Groups, Algorithms, and Programming, Version 4.4 (http://www.gap-system.org)"
MR2968928,"The GAP Group. (2008). GAP - Groups, Algorithms, and Programming. Version 4.4.12. http://www.gap-system.org"
MR1176715,"M. Schönert et al., GAP 3.1 manual, March 1992, Lehrstuhl D für Mathematik, RWTH Aachen."
MR2169521,"The GAP Group. GAP—Groups, Algorithms, and Programming, Version 4.2. Aachen, St Andrews, 1999. Also available from World Wide Web (http://www.gap-system.org)."
MR3178247,"The GAP Group, GAP - Groups, Algorithms, Programming - a System for Computational Discrete Algebra (http://www.gap-system.org/). Greene, C. Weight enumeration and the geometry of linear codes. Studies in Appl. Math. 55 (1976), no. 2, 119–128. 
MR0447020"
